"Package","Version Installed","Vulnerability ID","Severity"
"libarchive","3.3.3-6.el8_10","CVE-2025-5916","Low"
"libarchive","3.3.3-6.el8_10","CVE-2024-57970","Medium"
"coreutils-single","8.30-15.el8","CVE-2025-5278","Medium"
"libarchive","3.3.3-6.el8_10","CVE-2025-25724","Medium"
"sqlite-libs","3.26.0-20.el8_10","CVE-2024-0232","Low"
"libarchive","3.3.3-6.el8_10","CVE-2025-5918","Low"
"gnupg2","2.2.20-3.el8_6","CVE-2025-30258","Low"
"gnupg2","2.2.20-3.el8_6","CVE-2022-3219","Low"
"libarchive","3.3.3-6.el8_10","CVE-2025-5917","Low"
"elfutils-debuginfod-client","0.190-2.el8","CVE-2024-25260","Low"
"elfutils-default-yama-scope","0.190-2.el8","CVE-2024-25260","Low"
"elfutils-libelf","0.190-2.el8","CVE-2024-25260","Low"
"elfutils-libs","0.190-2.el8","CVE-2024-25260","Low"
"libxml2","2.9.7-21.el8_10.3","CVE-2025-6170","Low"
"expat","2.5.0-1.el8_10","CVE-2025-66382","Low"
"lz4-libs","1.8.3-5.el8_10","CVE-2025-62813","Medium"
